35	When I watch the deals being made, when I watch what's happening with some horrible things like Obamacare, where your health insurance and health care is going up by numbers that are astronomical, 68 percent, 59 percent, 71 percent, when I look at the Iran deal and how bad a deal it is for us, it's a onesided transaction where we're giving back $150 billion to a terrorist state, really, the number one terror state, we've made them a strong country from really a very weak country just three years ago.	5817	Because of Obamacare "peoples premiums ...are going up 35, 45, 55 percent."	CLEAN_HARD
37	Last year, we had almost $800 billion trade deficit.	4630	Our trade deficit in goods reached nearly  $800 billion last year alone.	CLEAN
39	We had an $800 billion deficit.	4630	Our trade deficit in goods reached nearly  $800 billion last year alone.	CLEAN
112	We have seen him insult women.	6088	Some of the things that (Megyn Kelly) said, I didnt say.	CONTEXT_DEPENDENT
117	But it's not only women, and it's not only this video that raises questions about his fitness to be our president, because he has also targeted immigrants, African Americans, Latinos, people with disabilities, POWs, Muslims, and so many others.	6088	Some of the things that (Megyn Kelly) said, I didnt say.	CLEAN_HARD
117	But it's not only women, and it's not only this video that raises questions about his fitness to be our president, because he has also targeted immigrants, African Americans, Latinos, people with disabilities, POWs, Muslims, and so many others.	4197	Says Donald Trump, in his campaign announcement speech, "also said, And many of them (Mexicans) are good people. You keep leaving that out of your quote."	CLEAN_HARD
117	But it's not only women, and it's not only this video that raises questions about his fitness to be our president, because he has also targeted immigrants, African Americans, Latinos, people with disabilities, POWs, Muslims, and so many others.	4846	Says Donald Trump mocked "someone with a disability."	CLEAN_HARD
117	But it's not only women, and it's not only this video that raises questions about his fitness to be our president, because he has also targeted immigrants, African Americans, Latinos, people with disabilities, POWs, Muslims, and so many others.	6179	Four times, I said, he (John McCain)is a hero, but you know ... people choose selective pieces.	CLEAN_HARD
130	I heard them when they were running for the Senate in New York, where Hillary was going to bring back jobs to upstate New York and she failed.	4184	Says Hillary Clinton "promised, running for the Senate years ago, 200,000 jobs for upstate New York. ... Not only didn't they come, but they lost so many jobs."	CLEAN_HARD
165	Her client she represented got him off, and she's seen laughing on two separate occasions, laughing at the girl who was raped.	4166	Says after Hillary Clinton helped a man accused of raping a 12yearold, "she's seen laughing on two separate occasions, laughing at the girl who was raped."	CLEAN
