41	It's very familiar territory, news conferences, because we used to give them on an almost daily basis.	4261	Says Donald Trump "publicly invited Putin to hack into Americans (emails)."	CLEAN
172	And they tried to hack the Republican National Committee and they were unable to break through.	3801	The Russians "tried to hack the Republican National Committee, and they were unable to break through."	CLEAN
203	I mean if you look, this administration created ISIS by leaving at the wrong time.	4495	Says Barack Obama "founded ISIS. I would say the cofounder would be crooked Hillary Clinton."	CLEAN
259	I didn't have to turn it down, because as you know, I have a noconflict situation because I'm president, which is  I didn't know about that until about three months ago, but it's a nice thing to have.	3937	Financial conflictofinterest "laws don't apply to the president, right? So, the president doesn't have to have a blind trust."	CLEAN
266	So I could actually run my business, I could actually run my business and run government at the same time.	3937	Financial conflictofinterest "laws don't apply to the president, right? So, the president doesn't have to have a blind trust."	CLEAN_HARD
270	But as president, I could run the Trump organization, great, great company, and I could run the company  the country.	3937	Financial conflictofinterest "laws don't apply to the president, right? So, the president doesn't have to have a blind trust."	CLEAN_HARD
287	First of all, you learn very little to a tax return.	4264	You will learn more about Donald Trump by going down to the Federal Elections to see the financial disclosure form than by looking at tax returns.	CLEAN_HARD
277	But every president since the '70's has had a required audit from the IRS, the last place to release them, but as president sir...	4953	Every Republican nominee since Richard Nixon, who at one time was under an audit, has released their tax returns.	CLEAN
278	You know, the only one that cares about my tax returns are the reporters, OK?	3799	Americans don't "care at all" about Donald Trump's tax returns.	CLEAN
387	Paying for a hotel room is not a gift or a present and it has nothing to do with an office.	3937	Financial conflictofinterest "laws don't apply to the president, right? So, the president doesn't have to have a blind trust."	PART_OF
388	It's not an emolument.	3937	Financial conflictofinterest "laws don't apply to the president, right? So, the president doesn't have to have a blind trust."	PART_OF
450	Some states have over a hundred percent increase and '17 and I said this two years ago, '17 is going to be the bad year.	3811	Under Obamacare, "American families have seen an increase in premiums of $5,000."	CLEAN_HARD
483	And I wanna thank United Technologies which owns Carrier, but we saved close to a thousand jobs.	3896	Less than half of jobs at the Carrier manufacturing plant in Indiana "are actually staying."	CLEAN_HARD
498	And you'd have millions more workers right now in the United States that are  96 million really wanting a job and they can't get.	5914	The unemployment rate may be as high as "42 percent."	CLEAN_HARD
498	And you'd have millions more workers right now in the United States that are  96 million really wanting a job and they can't get.	5425	Don't believe those phony numbers when you hear 4.9 and 5 percent unemployment. The number's probably 28, 29, as high as 35. In fact, I even heard recently 42 percent.	CLEAN_HARD
