64	Because they're using our country as a piggy bank to rebuild China, and many other countries are doing the same thing.	5163	Weve rebuilt China.	CLEAN
98	In fact, it would be the most extreme version, the biggest tax cuts for the top percent of the people in this country than we've ever had.	4941	Under Donald Trump's tax plan, "the top 0.1 percent of taxpayers  people earning multiple millions of dollars a year, on average  would get more tax relief than the bottom 60 percent of taxpayers combined."	CLEAN
165	In fact, Donald was one of the people who rooted for the housing crisis.	4267	Says Donald Trump "was one of the people who rooted for the housing crisis. He said back in 2006, Gee, I hope it does collapse because then I can go in and buy some and make some money. "	CLEAN
166	He said, back in 2006, "Gee, I hope it does collapse, because then I can go in and buy some and make some money."	4267	Says Donald Trump "was one of the people who rooted for the housing crisis. He said back in 2006, Gee, I hope it does collapse because then I can go in and buy some and make some money. "	CLEAN
175	Independent experts have looked at what I've proposed and looked at what Donald's proposed, and basically they've said this, that if his tax plan, which would blow up the debt by over $5 trillion and would in some instances disadvantage middleclass families compared to the wealthy, were to go into effect, we would lose 3.5 million jobs and maybe have another recession.	4258	According to "independent experts," Donald Trump's tax plan "would blow up the debt by over $5 trillion and would in some instances disadvantage middleclass families compared to the wealthy."	CLEAN
179	Donald thinks that climate change is a hoax perpetrated by the Chinese.	4265	I did not  I did not  I do not say that. I do not say that climate change is a hoax perpetrated by the Chinese.	CLEAN
183	I do not say that.	4265	I did not  I did not  I do not say that. I do not say that climate change is a hoax perpetrated by the Chinese.	CONTEXT_DEPENDENT
202	The Obama administration, from the time they've come in, is over 230 years' worth of debt, and he's topped it.	4343	Barack Obama has "doubled our national debt. Doubled it. It's going to be close to $20 trillion when he leaves."	CLEAN_HARD
203	He's doubled it in a course of almost eight years, sevenandahalf years, to be semi exact.	4343	Barack Obama has "doubled our national debt. Doubled it. It's going to be close to $20 trillion when he leaves."	CLEAN
232	The biggest one, a multinational one known as CAFTA, I voted against.	5129	Says Hillary Clinton voted "for virtually every trade agreement that has cost the workers of this country millions of jobs."	CLEAN_HARD
252	You go to New England, you go to Ohio, Pennsylvania, you go anywhere you want, Secretary Clinton, and you will see devastation where manufacture is down 30, 40, sometimes 50 percent.	5065	Pennsylvania has lost 35 percent of its manufacturing jobs since 2001 and "Harrisburg has lost 40 percent of its manufacturing jobs since 2001."	CLEAN_HARD
264	You called it the gold standard of trade deals.	4262	Says Hillary Clinton called the TransPacific Partnership "the gold standard. You called it the gold standard of trade deals. You said its the finest deal youve ever seen."	CONTEXT_DEPENDENT
265	You said it's the finest deal you've ever seen.	4262	Says Hillary Clinton called the TransPacific Partnership "the gold standard. You called it the gold standard of trade deals. You said its the finest deal youve ever seen."	CONTEXT_DEPENDENT
424	Now, look, we have the worst revival of an economy since the Great Depression.	5754	Says the United States is in "the worst recovery from an economic recession since World War II."	CLEAN
440	But you will learn more about Donald Trump by going down to the federal elections, where I filed a 104page essentially financial statement of sorts, the forms that they have.	4264	You will learn more about Donald Trump by going down to the Federal Elections to see the financial disclosure form than by looking at tax returns.	CLEAN
493	Or maybe he doesn't want the American people, all of you watching tonight, to know that he's paid nothing in federal taxes, because the only years that anybody's ever seen were a couple of years when he had to turn them over to state authorities when he was trying to get a casino license, and they showed he didn't pay any federal income tax.	4256	The only years that anybody's ever seen of Donald Trumps tax returns "showed he didn't pay any federal income tax."	CLEAN
575	And when we talk about your business, you've taken business bankruptcy six times.	4808	Says Donald Trump has "bankrupted his companies not once, not twice but four times."	CLEAN_HARD
579	You even at one time suggested that you would try to negotiate down the national debt of the United States.	4266	Says Donald Trump once suggested that he "would try to negotiate down the national debt."	CLEAN
629	The gun epidemic is the leading cause of death of young African American men, more than the next nine causes put together.	4263	The gun epidemic is the leading cause of death of young AfricanAmerican men, more than the next nine causes put together.	CLEAN
645	In Chicago, they've had thousands of shootings, thousands since January 1st.	4259	In Chicago, they've had thousands of shootings, thousands since Jan. 1. Thousands of shootings.	CLEAN
711	And it's just a fact that if you're a young AfricanAmerican man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated.	5357	AfricanAmericans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do.	CLEAN
748	I do want to bring up the fact that you were the one that brought up the words superpredator about young black youth.	4408	Says Hillary Clinton "is the one that labeled AfricanAmerican youth as superpredators."	CLEAN_HARD
819	They were pressing it very hard.	4255	Says top Clinton advisers "were pressing" birther movement stories "very hard."	CONTEXT_DEPENDENT
868	But, remember, Donald started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to AfricanAmericans, and he made sure that the people who worked for him understood that was the policy.	4257	Says Donald Trump "started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to AfricanAmericans."	CLEAN
927	And that's why I was so  I was so shocked when Donald publicly invited Putin to hack into Americans.	4261	Says Donald Trump "publicly invited Putin to hack into Americans (emails)."	CLEAN
1010	He actually advocated for the actions we took in Libya and urged that Gadhafi be taken out, after actually doing some business with him one time.	4358	Says Donald Trump is "on record extensively supporting (the) intervention in Libya."	CLEAN_HARD
1010	He actually advocated for the actions we took in Libya and urged that Gadhafi be taken out, after actually doing some business with him one time.	4323	When Moammar Gadhafi was set to visit the United Nations, and no one would let him stay in New York, Trump allowed Gadhafi to set up an elaborate tent at his Westchester County (New York) estate.	CLEAN_HARD
1057	But I said they have to focus on terror, also.	4470	I had previously said that NATO was obsolete because it failed to deal adequately with terrorism. Since my comments, they have changed their policy and now have a new division focused on terror threats.	CONTEXT_DEPENDENT
1059	And that was  believe me  I'm sure I'm not going to get credit for it  but that was largely because of what I was saying and my criticism of NATO.	4470	I had previously said that NATO was obsolete because it failed to deal adequately with terrorism. Since my comments, they have changed their policy and now have a new division focused on terror threats.	CONTEXT_DEPENDENT
1079	I did not support the war in Iraq.	4260	I did not support the war in Iraq  The record shows that Im right.	CLEAN
1148	And my successor, John Kerry, and President Obama got a deal that put a lid on Iran's nuclear program without firing a single shot.	4566	We put a lid on Iran's nuclear program without firing a single shot.	CLEAN
1182	They do not pay us.	5568	We get practically nothing compared to the cost of keeping U.S. military forces in South Korea.	CONTEXT_DEPENDENT
1182	They do not pay us.	13323	South Korea doesn't pay the United States for U.S. troops that protect their country.	CONTEXT_DEPENDENT
1214	China is totally powerful as it relates to North Korea.	5525	China has "total control, just about, of North Korea."	CLEAN
