959	You were very clear that you would not provide government assistance to the U.S. auto companies even if they went through bankruptcy.	10105	Says Mitt Romney was clear that he "would not provide government assistance to the U.S. auto companies, even if they went through bankruptcy."	CLEAN
985	The policies of the last four years have seen incomes in America decline every year for middleincome families, now down $4,300 during your term, 23 million Americans still struggling to find a good job.	10353	Under Obama, families have lost over $4,000 a year in income.	CLEAN_HARD
753	And as a consequence, veterans' unemployment is actually now lower than general population, it was higher when I came into office.	10107	Veterans unemployment is actually now lower than (the) general population. It was higher when I came into office.	CLEAN
473	I went to the Olympics that was out of balance, and we got it on balance and made a success there.	10108	I went to the Olympics that was out of balance, and we got it on balance.	CLEAN
609	And I think that when the president said he was going to create daylight between ourselves and Israel that  that they noticed that as well.	10109	The president said he was going to create daylight between ourselves and Israel.	CLEAN
88	Governor Romney, I'm glad that you recognize that alQaida's a threat because a few months ago when you were asked, what's the biggest geopolitical threat facing America, you said Russia  not alQaida, you said Russia.	10110	A few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia.	CLEAN
459	But what you can't do is spend $2 trillion in additional military spending that the military is not asking for, $5 trillion on tax cuts, you say that you're going to pay for it by closing loopholes and deductions without naming what those loopholes and deductions are, and then somehow you're also going to deal with the deficit that we've already got.	10092	Says Mitt Romney wants to add $2 trillion to defense budget that the military hasnt asked for.	CLEAN
605	And then the president began what I've called an apology tour of going to  to various nations in the Middle East and  and criticizing America.	10154	Says Barack Obama began his presidency "with an apology tour."	CLEAN
684	But when you were a candidate in 2008  as I was  and I said, if I got bin Laden in our sights, I would take that shot, you said we shouldn't move heaven and earth to get one man, and you said we should ask Pakistan for permission.	11186	Says Mitt Romney's comments indicated he would not have pursued Osama bin Laden.	CLEAN_HARD
884	You are familiar with jobs being shipped overseas, because you invested in companies that were shipping jobs overseas.	10773	Mitt Romney's companies were pioneers in outsourcing U.S. jobs to lowwage countries.	CLEAN_HARD
