105	We got 306 because people came out and voted like they've never seen before so that's the way it goes.	3878	We had a massive landslide victory, as you know, in the Electoral College.	CLEAN_HARD
106	I guess it was the biggest electoral college win since Ronald Reagan.	3878	We had a massive landslide victory, as you know, in the Electoral College.	CLEAN_HARD
177	In fact, we had to go quicker than we thought because of the bad decision we received from a circuit that has been overturned at a record number.	3683	The United States Court of Appeals for the 9th Circuitis "the most overturned court in the country."	CLEAN
178	I have heard 80 percent, I find that hard to believe, that is just a number I heard, that they are overturned 80 percent of the time.	3683	The United States Court of Appeals for the 9th Circuitis "the most overturned court in the country."	CONTEXT_DEPENDENT
448	People  I mean, you have a lower approval rate than Congress.	3663	The media has "a lower approval rate than Congress."	CLEAN
36	The stock market has hit record numbers, as you know.	3661	The stock market has hit record numbers, as you know. And there has been a tremendous surge of optimism in the business world.	CLEAN
37	And there has been a tremendous surge of optimism in the business world, which is  to me means something much different than it used to.	3661	The stock market has hit record numbers, as you know. And there has been a tremendous surge of optimism in the business world.	CLEAN
722	We had Hillary Clinton give Russia 20 percent of the uranium in our country.	4231	Says Hillary Clinton "gave up 20 percent of America's uranium supply to Russia."	CLEAN
277	Because it's an illegal process and the press should be ashamed of themselves.	3664	On leaks and the release of secret information.	CONTEXT_DEPENDENT
471	Now, when WikiLeaks, which I had nothing to do with, comes out and happens to give, they're not giving classified information.	3731	The Taliban went after and murdered people identified in the Chelsea Manning leaks.	NOT_SURE
543	And you have seen that they tried to hack us and they failed.	3801	The Russians "tried to hack the Republican National Committee, and they were unable to break through."	CLEAN
469	I have nothing to do with Russia.	4553	On whether hes had a relationship with Vladimir Putin.	CLEAN_HARD
963	Haven't made a phone call to Russia in years.	4553	On whether hes had a relationship with Vladimir Putin.	CLEAN_HARD
