97	AfricanAmerican youth unemployment is 51 percent.	5862	AfricanAmerican youth unemployment is 51 percent. Hispanic youth unemployment is 36 percent.	CLEAN
98	Hispanic youth unemployment is 36 percent.	5862	AfricanAmerican youth unemployment is 51 percent. Hispanic youth unemployment is 36 percent.	CLEAN
146	I did say, when I was secretary of state, three years ago, that I hoped it would be the gold standard.	4441	On the TransPacific Partnership.	CLEAN_HARD
146	I did say, when I was secretary of state, three years ago, that I hoped it would be the gold standard.	5861	Says as secretary of state she was reserving judgment about the TransPacific Partnership and "hoped it would be the gold standard."	CLEAN
305	Senator Sanders, you voted against the Brady bill that mandated background checks and a waiting period.	5863	Sen. Sanders did vote five times against the Brady bill.	CLEAN_HARD
96	Today in America, we have more people in jail than any other country on Earth.	5860	Today in America, we have more people in jail than any other country on Earth.	CLEAN
962	I never took a position on Keystone until I took a position on Keystone.	5858	On the Keystone XL pipeline	CLEAN_HARD
182	You see every other major country saying to moms that, when you have a baby, we're not gonna separate you from your newborn baby, because we are going to have  we are gonna have medical and family paid leave, like every other country on Earth.	5857	Every other major country has family paid leave.	CLEAN
1475	We have a criminal justice system that lets CEOs on Wall Street walk away, and yet we are imprisoning or giving jail sentences to young people who are smoking marijuana.	5855	We are imprisoning or giving jail sentences to young people who are smoking marijuana.	CLEAN
1227	He could have been a whistleblower.	5856	Says Edward Snowden "could have gotten all of the protections of being a whistleblower."	CONTEXT_DEPENDENT
1228	He could have gotten all of the protections of being a whistleblower.	5856	Says Edward Snowden "could have gotten all of the protections of being a whistleblower."	CONTEXT_DEPENDENT
